district_name,mandal_name,village_name,name_of_the_unit,line_of_activity,sector,investment,number_of_employees,application_date,approval_date,progress_of_implementation,is_online,social_status,investment_standardized,number_of_employees_standardized,district_name_encoded,mandal_name_encoded,village_name_encoded,name_of_the_unit_encoded,line_of_activity_encoded,sector_encoded,application_date_encoded,approval_date_encoded,progress_of_implementation_encoded,is_online_encoded,social_status_encoded,application_date_year,application_date_month,application_date_day,application_date_dayofweek,approval_date_year,approval_date_month,approval_date_day,approval_date_dayofweek,application_date_encoded_year,application_date_encoded_month,application_date_encoded_day,application_date_encoded_dayofweek,approval_date_encoded_year,approval_date_encoded_month,approval_date_encoded_day,approval_date_encoded_dayofweek
BHUPALPALLY,BHUPALPALLE,BHUPALPALLE,SUDHIKSHA FLOUR MILL,FLOUR MILLS (DRY PROCESS),FOOD PROCESSING,0.115,1,2025-07-26,2025-11-08,YET TO START CONSTRUCTION,YES,OBC,-0.27136741562927635,-0.38844870034979195,11,81,98,108,11,1,1970-01-01 00:00:00.000000034,1970-01-01 00:00:00.000000016,0,0,1,2025,7,26,5,2025.0,11.0,8.0,5.0,1970,1,1,3,1970,1,1,3
RANGAREDDY,SAROORNAGAR,NADARGUL (RURAL),SANDHYA PRECISION ENGINEERING WORKS,ENGINEERING AND FABRICATION UNITS (DRY PROCESS WITHOUT ANY HEAT TREATMENT / METAL SURFACE FINISHING OPERATIONS / PAINTING),ENGINEERING,2.45,10,2025-06-24,2025-11-08,YET TO START CONSTRUCTION,YES,SC,-0.08881122222866525,-0.19375985736614154,8,79,94,109,5,5,1970-01-01 00:00:00.000000057,1970-01-01 00:00:00.000000016,0,0,2,2025,6,24,1,2025.0,11.0,8.0,5.0,1970,1,1,3,1970,1,1,3
ADILABAD,NERADIGONDA,KORATKAL (BUZURG),BALAJI CEMENT BRICK WORKS,BRICKFIELDS ( EXCLUDING FLY ASH BRICK MANUFACTURING USING LIME PROCESS),"CEMENT, CEMENT & CONCRETE PRODUCTS, FLY ASH BRICKS",0.025,5,2025-07-30,2025-11-08,YET TO START CONSTRUCTION,YES,OBC,-0.2784038427839038,-0.3019203256903918,27,78,99,110,43,4,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,0,0,1,2025,7,30,2,2025.0,11.0,8.0,5.0,1970,1,1,3,1970,1,1,3
SURYAPET,HUZURNAGAR,HUZURNAGAR,M/S. MATTAPALLY LAKSHMI NARASIMHA SWAMY PARBOILED MODERN RICE MILL,PARBOILED RICE MILLS,FOOD PROCESSING,1.5,10,2025-06-16,2025-11-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.1630846199719546,-0.19375985736614154,17,82,100,111,18,1,1970-01-01 00:00:00.000000058,1970-01-01 00:00:00.000000016,0,0,0,2025,6,16,0,2025.0,11.0,8.0,5.0,1970,1,1,3,1970,1,1,3
JAGTIAL,MALLIAL,RAMPUR,SRI RAJA RAJESHWARA INDUSTRIES,PARBOILED RICE MILLS,FOOD PROCESSING,1.0,120,2025-07-07,2025-08-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.20217588194210687,2.1857704457673637,14,83,101,112,18,1,1970-01-01 00:00:00.000000059,1970-01-01 00:00:00.000000017,0,0,0,2025,7,7,0,2025.0,8.0,8.0,4.0,1970,1,1,3,1970,1,1,3
RANGAREDDY,IBRAHIMPATNAM,MANGALPALLE,VAISHNAVI AGRO FRESH COLD STORAGE PRIVATELIMITED,CHILLING PLANT AND ICE MAKING WITHOUT USING AMMONIA,AGRO BASED INCL COLD STORAGES,2.5,20,2025-08-05,2025-08-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.08490209603165004,0.02256107928235895,8,84,102,113,44,0,1970-01-01 00:00:00.000000045,1970-01-01 00:00:00.000000017,0,0,0,2025,8,5,1,2025.0,8.0,8.0,4.0,1970,1,1,3,1970,1,1,3
HANUMAKONDA,SHAYAMPET,SINGARAM (DONGALA),HANUMAN FLY ASH BRICKS,FLY ASH BRICKS/ BLOCK MANUFACTURING,"CEMENT, CEMENT & CONCRETE PRODUCTS, FLY ASH BRICKS",0.08,4,2025-07-09,2025-08-08,YET TO START CONSTRUCTION,YES,OBC,-0.27410380396718703,-0.3235524193552418,23,85,103,114,12,4,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000017,0,0,1,2025,7,9,2,2025.0,8.0,8.0,4.0,1970,1,1,3,1970,1,1,3
SANGAREDDY,JINNARAM,CHETLAPOTHARAM,SRI SAIRAM CONTAINERS,CARDBOARD OR CORRUGATED BOX AND PAPER PRODUCTS (EXCLUDING PAPER OR PULP MANUFACTURING AND WITHOUT USING BOILERS),PAPER AND PRINTING,0.25,10,2025-08-04,2025-08-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.2608127748973353,-0.19375985736614154,12,24,104,115,6,6,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000017,0,0,0,2025,8,4,0,2025.0,8.0,8.0,4.0,1970,1,1,3,1970,1,1,3
SURYAPET,HUZURNAGAR,HUZURNAGAR,LAXMI GANAPATHI STOREGE GOEDOM,PARBOILED RICE MILLS,FOOD PROCESSING,4.9242,9,2025-07-21,2025-07-08,YET TO START CONSTRUCTION,YES,GENERAL,0.10462797850443623,-0.21539195103099157,17,82,100,116,18,1,1970-01-01 00:00:00.000000049,1970-01-01 00:00:00.000000018,0,0,0,2025,7,21,0,2025.0,7.0,8.0,1.0,1970,1,1,3,1970,1,1,3
JAGTIAL,GOLLAPALLE,CHILWAKODUR,M/S. SRI ANJANEYA PARA BOILED RICE INDUSTRIES,PARBOILED RICE MILLS,FOOD PROCESSING,2.3,20,2025-07-22,2025-07-08,YET TO START CONSTRUCTION,YES,OBC,-0.10053860081971096,0.02256107928235895,14,86,105,117,18,1,1970-01-01 00:00:00.000000025,1970-01-01 00:00:00.000000018,0,0,1,2025,7,22,1,2025.0,7.0,8.0,1.0,1970,1,1,3,1970,1,1,3
MEDAK,RAMAYAMPET,DONGAL DHARMARAM,SRI VENKATESHWARAA RICE MILL,PARBOILED RICE MILLS,FOOD PROCESSING,1.65,15,2025-07-26,2025-07-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.15135724138090892,-0.0855993890418913,15,87,106,118,18,1,1970-01-01 00:00:00.000000034,1970-01-01 00:00:00.000000018,0,0,0,2025,7,26,5,2025.0,7.0,8.0,1.0,1970,1,1,3,1970,1,1,3
MULUGU,MULUGU,KASIMDEVIPET,M/S JAI HANUMAN AGRO INDUSTRIES PARABOILED RICEMILL,PARBOILED RICE MILLS,FOOD PROCESSING,1.9,12,2025-06-12,2025-07-08,YET TO START CONSTRUCTION,YES,OBC,-0.13181161039583278,-0.15049567003644143,28,88,107,119,18,1,1970-01-01 00:00:00.000000060,1970-01-01 00:00:00.000000018,0,0,1,2025,6,12,3,2025.0,7.0,8.0,1.0,1970,1,1,3,1970,1,1,3
YADADRI,CHOUTUPPAL,DANDUMALKAPUR,SPECTRA CHEM CORPORATION,TYRES AND TUBE RETREATING (WITHOUT BOILERS),PLASTIC AND RUBBER,0.15,10,2025-08-05,2025-07-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.26863102729136573,-0.19375985736614154,5,89,108,120,45,9,1970-01-01 00:00:00.000000045,1970-01-01 00:00:00.000000018,0,0,0,2025,8,5,1,2025.0,7.0,8.0,1.0,1970,1,1,3,1970,1,1,3
SIDDIPET,BEJJANKI,VADLUR-BEGUMPET,SAI INDUSTRIES,PARBOILED RICE MILLS,FOOD PROCESSING,1.0125,8,2025-08-06,2025-07-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.20119860039285306,-0.23702404469584162,0,90,109,121,18,1,1970-01-01 00:00:00.000000020,1970-01-01 00:00:00.000000018,0,0,0,2025,8,6,2,2025.0,7.0,8.0,1.0,1970,1,1,3,1970,1,1,3
SANGAREDDY,AMEENPUR,SULTANPUR,SNEHA FARMS PRIVATE LIMITED,MANUFACTURE OF EGG TRAYS,OTHERS,0.25,10,2025-08-04,2025-07-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.2608127748973353,-0.19375985736614154,12,91,93,122,46,12,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000018,0,0,0,2025,8,4,0,2025.0,7.0,8.0,1.0,1970,1,1,3,1970,1,1,3
JANGAON,KODAKANDLA,REGULA,""" M/S NANDISHWARA AGRO RICEMILL """,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,0.98,9,2025-07-22,2025-07-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.20373953242091294,-0.21539195103099157,18,92,110,123,7,1,1970-01-01 00:00:00.000000025,1970-01-01 00:00:00.000000018,0,0,0,2025,7,22,1,2025.0,7.0,8.0,1.0,1970,1,1,3,1970,1,1,3
NIZAMABAD,KOTGIRI,MALKAPUR,SRI SAI GANESH AGRO INDUSTRIES,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,3.834,10,2025-07-22,2025-07-08,YET TO START CONSTRUCTION,YES,OBC,0.019393390904716225,-0.19375985736614154,19,35,111,124,7,1,1970-01-01 00:00:00.000000025,1970-01-01 00:00:00.000000018,0,0,1,2025,7,22,1,2025.0,7.0,8.0,1.0,1970,1,1,3,1970,1,1,3
MEDCHAL,KUKATPALLY,KUKATPALLY,M/S. ALMELO RESEARCH CENTRE (A DIVISION OF ALMELO PVT. LTD),PHARMACEUTICAL FORMULATION AND FOR R & D PURPOSE (FOR SUSTAINED RELEASE/EXTENDED RELEASE OF DRUGS ONLY AND NOT FOR COMMERCIAL PURPOSE),R&D,15.25,150,2025-07-18,2025-07-08,YET TO START CONSTRUCTION,YES,GENERAL,0.911925084207233,2.834733255712865,3,93,112,125,3,3,1970-01-01 00:00:00.000000055,1970-01-01 00:00:00.000000018,0,0,0,2025,7,18,4,2025.0,7.0,8.0,1.0,1970,1,1,3,1970,1,1,3
RANGAREDDY,NANDIGAMA,NANDIGAMA,POKARNA ENGINEEREDSTONE LIMITED,GRANITE / STONE CUTTING AND POLISHING,OTHERS,23.0,20,2024-10-24,2025-06-08,YET TO START CONSTRUCTION,YES,GENERAL,1.517839644744593,0.02256107928235895,8,12,12,126,26,12,1970-01-01 00:00:00.000000061,1970-01-01 00:00:00.000000019,0,0,0,2024,10,24,3,2025.0,6.0,8.0,6.0,1970,1,1,3,1970,1,1,3
VIKARABAD,PEDDEMUL,KANDANELLI,HANUMAN STONE INDUSTRIES,"CUTTING, SIZING AND POLISHING OF MARBLE STONE",GRANITE AND STONE CRUSHING,0.15,4,2025-08-03,2025-06-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.26863102729136573,-0.3235524193552418,4,94,113,127,47,2,1970-01-01 00:00:00.000000062,1970-01-01 00:00:00.000000019,0,0,0,2025,8,3,6,2025.0,6.0,8.0,6.0,1970,1,1,3,1970,1,1,3
JAGTIAL,MALLAPUR,SIRPUR,M/S. MANGYA NAYAK AGRO INDUSTRIES,PARBOILED RICE MILLS,FOOD PROCESSING,2.3,20,2025-07-23,2025-05-08,YET TO START CONSTRUCTION,YES,OBC,-0.10053860081971096,0.02256107928235895,14,95,114,128,18,1,1970-01-01 00:00:00.000000043,1970-01-01 00:00:00.000000020,0,0,1,2025,7,23,2,2025.0,5.0,8.0,3.0,1970,1,1,3,1970,1,1,3
RANGAREDDY,IBRAHIMPATNAM,TOOLEKALAN,M/S KALAKRUTHI EXLUSIVE DECORS PVT LTD,POLYTHENE AND PLASTIC PROCESSED PRODUCTS MANUFACTURING(VIRGIN PLASTIC),PLASTIC AND RUBBER,4.5,50,2025-07-26,2025-05-08,YET TO START CONSTRUCTION,YES,GENERAL,0.07146295184895904,0.6715238892278604,8,84,115,129,17,9,1970-01-01 00:00:00.000000034,1970-01-01 00:00:00.000000020,0,0,0,2025,7,26,5,2025.0,5.0,8.0,3.0,1970,1,1,3,1970,1,1,3
YADADRI,BIBINAGAR,RAIRAOPET,HIMAJA INDUSTRIES.,ENGINEERING AND FABRICATION UNITS (DRY PROCESS WITHOUT ANY HEAT TREATMENT / METAL SURFACE FINISHING OPERATIONS / PAINTING),ENGINEERING,0.9501,12,2025-06-21,2025-05-08,YET TO START CONSTRUCTION,YES,SC,-0.20607718988672805,-0.15049567003644143,5,5,5,130,5,5,1970-01-01 00:00:00.000000063,1970-01-01 00:00:00.000000020,0,0,2,2025,6,21,5,2025.0,5.0,8.0,3.0,1970,1,1,3,1970,1,1,3
SIRCILLA,SIRCILLA,SIRCILLA,M/S. RAJU TRADERS,POLYTHENE AND PLASTIC PROCESSED PRODUCTS MANUFACTURING(VIRGIN PLASTIC),PLASTIC AND RUBBER,0.2457,8,2025-07-27,2025-05-08,YET TO START CONSTRUCTION,YES,OBC,-0.2611489597502786,-0.23702404469584162,13,96,116,131,17,9,1970-01-01 00:00:00.000000064,1970-01-01 00:00:00.000000020,0,0,1,2025,7,27,6,2025.0,5.0,8.0,3.0,1970,1,1,3,1970,1,1,3
SIDDIPET,MULUG,BANDA MAILARAM,M/S. PATWAARI SNACKS PRIVATE LIMITED,PUFFED RICE (MURI) (USING GAS OR ELECTRICAL HEATING SYSTEM),FOOD PROCESSING,0.25,30,2025-08-01,2025-05-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.2608127748973353,0.23888201593085942,0,97,117,132,48,1,1970-01-01 00:00:00.000000046,1970-01-01 00:00:00.000000020,0,0,0,2025,8,1,4,2025.0,5.0,8.0,3.0,1970,1,1,3,1970,1,1,3
SANGAREDDY,PATANCHERU,NANDIGAON,KISSHOUTENNYA BENZAITEN PRIVATE LIMITED,"MANUFACTURING OF TOOTH POWDER, TOOTHPASTE, TALCUM POWDER AND OTHER COSMETIC ITEMS",AGRO BASED INCL COLD STORAGES,0.4013,10,2025-07-11,2025-05-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.2489837590251672,-0.19375985736614154,12,60,118,133,49,0,1970-01-01 00:00:00.000000056,1970-01-01 00:00:00.000000020,0,0,0,2025,7,11,4,2025.0,5.0,8.0,3.0,1970,1,1,3,1970,1,1,3
MEDCHAL,DUNDIGAL GANDIMAISAMMA,BAHADURPALLY,M/S. SAGGIDI NARSING RAO,ENGINEERING AND FABRICATION UNITS (DRY PROCESS WITHOUT ANY HEAT TREATMENT / METAL SURFACE FINISHING OPERATIONS / PAINTING),ENGINEERING,0.25,4,2025-08-02,2025-05-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.2608127748973353,-0.3235524193552418,3,6,119,134,5,5,1970-01-01 00:00:00.000000029,1970-01-01 00:00:00.000000020,0,0,0,2025,8,2,5,2025.0,5.0,8.0,3.0,1970,1,1,3,1970,1,1,3
MAHABUBABAD,KESAMUDRAM,KESAMUDRAM,"""M.S SRI CHAKRA INDUSTRIES """,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,1.4,9,2025-06-09,2025-05-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.17090287236598506,-0.21539195103099157,6,21,44,135,7,1,1970-01-01 00:00:00.000000065,1970-01-01 00:00:00.000000020,0,0,0,2025,6,9,0,2025.0,5.0,8.0,3.0,1970,1,1,3,1970,1,1,3
MAHABUBABAD,KESAMUDRAM,INUGURTHY,M/S ADARSHA RICE INDUSTRIES,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,1.6,9,2025-05-24,2025-05-08,YET TO START CONSTRUCTION,YES,OBC,-0.1552663675779241,-0.21539195103099157,6,21,120,136,7,1,1970-01-01 00:00:00.000000066,1970-01-01 00:00:00.000000020,0,0,1,2025,5,24,5,2025.0,5.0,8.0,3.0,1970,1,1,3,1970,1,1,3
KHAMMAM,TALLADA,MALLARAM,BHAGYALAXMI SAWMILL,SAW MILLS,WOOD AND LEATHER,0.035,3,2025-07-23,2025-05-08,YET TO START CONSTRUCTION,YES,OBC,-0.2776220175445007,-0.34518451302009184,22,98,121,137,9,8,1970-01-01 00:00:00.000000043,1970-01-01 00:00:00.000000020,0,0,1,2025,7,23,2,2025.0,5.0,8.0,3.0,1970,1,1,3,1970,1,1,3
RANGAREDDY,NANDIGAMA,NANDIGAMA,WASTE LESS WORLDWIDE INDUSTRIES PRIVATE LIMITED,"INDUSTRIES ENGAGED IN RECYCLING / REPROCESSING/ RECOVERY/REUSE OF HAZARDOUS WASTE UNDERSCHEDULE IV OF HAY( NIL, HTLZ TBM) RULES, 2008 - ITEMS NAMELY - SPENT CATALYST CONTAINING NICKEL, CADMIUM, ZINC, COPPER, ARSENIC, VANADIUM AND COBALT,",PHARMACEUTICALS AND CHEMICALS,5.0,8,2025-07-09,2025-04-08,YET TO START CONSTRUCTION,YES,OBC,0.11055421381911132,-0.23702404469584162,8,12,12,138,50,7,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000021,0,0,1,2025,7,9,2,2025.0,4.0,8.0,1.0,1970,1,1,3,1970,1,1,3
RANGAREDDY,NANDIGAMA,NANDIGAMA,OPTIMIX EWASTE PRIVATE LIMITED,"INDUSTRIES ENGAGED IN RECYCLING / REPROCESSING/ RECOVERY/REUSE OF HAZARDOUS WASTE UNDERSCHEDULE IV OF HW( M, H& TBM) RULES, 2008 - ITEMS NAMELY -DISMANTLERS RECYCLINGYLANTSCOMPONENTS OF WASTE ELECTRICALAND ELECTRONIC ASSEMBLESCOMPRISING ACCUMULATORS ANDOTHER BATTERIES INCLUDED ON LISTA, MERCURY-SWITCHES, ACTIVATED GLASS CUILETS FROM CATHODE-RAY TUBES AND OTHER ACTIVATED GLASS AND PCB-CAPACITORS, OR ANY OTHER COMPONENT CONTAMINATED WITHSCHEDULE 2 CONSTITUENTS (E.G.CADMIUM, MERCURY, LEAD,POLYCHLORINATED BIPHENYL) TO AN EXTENT THAT THEY EXHIBIT HAZARD CHARACTERISTICS INDICATED IN PARTC OF THIS SCHEDULE.",PHARMACEUTICALS AND CHEMICALS,3.5,4,2025-07-02,2025-04-08,YET TO START CONSTRUCTION,YES,OBC,-0.006719572091345499,-0.3235524193552418,8,12,12,139,51,7,1970-01-01 00:00:00.000000067,1970-01-01 00:00:00.000000021,0,0,1,2025,7,2,2,2025.0,4.0,8.0,1.0,1970,1,1,3,1970,1,1,3
MULUGU,MULUGU,MULUG,A.R.ROOFING INDUSTRY,ENGINEERING WITHOUT PAINTING ACTIVITY,OTHERS,0.24,4,2025-07-17,2025-04-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.26159460013673835,-0.3235524193552418,28,88,122,140,52,12,1970-01-01 00:00:00.000000068,1970-01-01 00:00:00.000000021,0,0,0,2025,7,17,3,2025.0,4.0,8.0,1.0,1970,1,1,3,1970,1,1,3
YADADRI,BHONGIR,CHEEMALA KONDUR,SREE SREENIVASA RICE MILL,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,0.25,10,2025-08-01,2025-04-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.2608127748973353,-0.19375985736614154,5,64,123,141,7,1,1970-01-01 00:00:00.000000046,1970-01-01 00:00:00.000000021,0,0,0,2025,8,1,4,2025.0,4.0,8.0,1.0,1970,1,1,3,1970,1,1,3
SIDDIPET,WARGAL,MYLARAM,STANDARD WAREHOUSE,"FACILITY OF HANDLING, STORAGE AND TRANSPORTATION OF FOOD GRAINS IN BULK",AGRO BASED INCL COLD STORAGES,1.45,10,2024-08-03,2025-04-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.16699374616896984,-0.19375985736614154,0,51,124,142,10,0,1970-01-01 00:00:00.000000069,1970-01-01 00:00:00.000000021,0,0,0,2024,8,3,5,2025.0,4.0,8.0,1.0,1970,1,1,3,1970,1,1,3
SANGAREDDY,PATANCHERU,PASHAMYLARAM,BLYPIN ENTERPRISES PRIVATE LIMITED,CARDBOARD OR CORRUGATED BOX AND PAPER PRODUCTS (EXCLUDING PAPER OR PULP MANUFACTURING AND WITHOUT USING BOILERS),PAPER AND PRINTING,0.25,20,2025-07-28,2025-04-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.2608127748973353,0.02256107928235895,12,60,67,143,6,6,1970-01-01 00:00:00.000000044,1970-01-01 00:00:00.000000021,0,0,0,2025,7,28,0,2025.0,4.0,8.0,1.0,1970,1,1,3,1970,1,1,3
MEDCHAL,GHATKESAR,CHERLAPALLY,SD ROCK BIT,ENGINEERING AND FABRICATION UNITS (DRY PROCESS WITHOUT ANY HEAT TREATMENT / METAL SURFACE FINISHING OPERATIONS / PAINTING),ENGINEERING,0.65,15,2025-07-31,2025-04-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.22953976532121345,-0.0855993890418913,3,99,125,144,5,5,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000021,0,0,0,2025,7,31,3,2025.0,4.0,8.0,1.0,1970,1,1,3,1970,1,1,3
MEDCHAL,QUTUBULLAPUR,JEEDIMETLA,M/S AUCTOR HOME APPLIANCES LLP,POLYTHENE AND PLASTIC PROCESSED PRODUCTS MANUFACTURING(VIRGIN PLASTIC),PLASTIC AND RUBBER,0.24,20,2025-07-23,2025-04-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.26159460013673835,0.02256107928235895,3,15,15,145,17,9,1970-01-01 00:00:00.000000043,1970-01-01 00:00:00.000000021,0,0,0,2025,7,23,2,2025.0,4.0,8.0,1.0,1970,1,1,3,1970,1,1,3
JANGAON,BACHANNAPET,ALIMPUR,GAL REDDY WATERPLANT,MINERALIZED WATER,BEVERAGES,0.06,2,2025-07-31,2025-04-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.2756674544459931,-0.3668166066849419,18,100,126,146,21,11,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000021,0,0,0,2025,7,31,3,2025.0,4.0,8.0,1.0,1970,1,1,3,1970,1,1,3
SANGAREDDY,ZAHIRABAD,KASIMPUR,AIRUS WATER PRIVATE LIMITED,MINERALIZED WATER,BEVERAGES,0.7,50,2025-07-11,2025-02-08,YET TO START CONSTRUCTION,YES,SC,-0.22563063912419823,0.6715238892278604,12,101,127,147,21,11,1970-01-01 00:00:00.000000056,1970-01-01 00:00:00.000000022,0,0,2,2025,7,11,4,2025.0,2.0,8.0,5.0,1970,1,1,3,1970,1,1,3
RANGAREDDY,IBRAHIMPATNAM,IBRAHIMPATNAM (KHALSA),R.K. INTERNATIONAL.,SPICE GRINDING (UPTO-20 HP MOTOR),FOOD PROCESSING,3.13,15,2025-07-22,2025-02-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.03564710594925819,-0.0855993890418913,8,84,128,148,53,1,1970-01-01 00:00:00.000000025,1970-01-01 00:00:00.000000022,0,0,0,2025,7,22,1,2025.0,2.0,8.0,5.0,1970,1,1,3,1970,1,1,3
RANGAREDDY,IBRAHIMPATNAM,IBRAHIMPATNAM (KHALSA),AMRITA HERBOCEUTICALS.,AYURVEDIC AND HOMEOPATHIC MEDICINES (WITHOUT BOILER),PHARMACEUTICALS AND CHEMICALS,3.13,15,2025-07-23,2025-02-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.03564710594925819,-0.0855993890418913,8,84,128,149,54,7,1970-01-01 00:00:00.000000043,1970-01-01 00:00:00.000000022,0,0,0,2025,7,23,2,2025.0,2.0,8.0,5.0,1970,1,1,3,1970,1,1,3
YADADRI,BIBINAGAR,RAIRAOPET,SRI PRANATHI INDUSTRIES.,ENGINEERING AND FABRICATION UNITS (DRY PROCESS WITHOUT ANY HEAT TREATMENT / METAL SURFACE FINISHING OPERATIONS / PAINTING),ENGINEERING,0.4338,4,2025-07-22,2025-02-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.24644282699710726,-0.3235524193552418,5,5,5,150,5,5,1970-01-01 00:00:00.000000025,1970-01-01 00:00:00.000000022,0,0,0,2025,7,22,1,2025.0,2.0,8.0,5.0,1970,1,1,3,1970,1,1,3
YADADRI,BIBINAGAR,RAIRAOPET,OMEGA ENGINEERING INDUSTRY.,ENGINEERING AND FABRICATION UNITS (DRY PROCESS WITHOUT ANY HEAT TREATMENT / METAL SURFACE FINISHING OPERATIONS / PAINTING),ENGINEERING,0.5676,4,2025-07-18,2025-02-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.23598200529389454,-0.3235524193552418,5,5,5,151,5,5,1970-01-01 00:00:00.000000055,1970-01-01 00:00:00.000000022,0,0,0,2025,7,18,4,2025.0,2.0,8.0,5.0,1970,1,1,3,1970,1,1,3
VIKARABAD,VICARABAD,VIKARABAD TOWN,KAVITHA FLOUR MILL,FLOUR MILLS (DRY PROCESS),FOOD PROCESSING,0.0514,3,2025-07-29,2025-02-08,YET TO START CONSTRUCTION,YES,ST,-0.27633982415187974,-0.34518451302009184,4,102,129,152,11,1,1970-01-01 00:00:00.000000035,1970-01-01 00:00:00.000000022,0,0,3,2025,7,29,1,2025.0,2.0,8.0,5.0,1970,1,1,3,1970,1,1,3
SIDDIPET,KONDAPAK,MANGOLE,HAMSA RURAL GODOWN,"FACILITY OF HANDLING, STORAGE AND TRANSPORTATION OF FOOD GRAINS IN BULK",AGRO BASED INCL COLD STORAGES,0.25,10,2025-07-31,2025-02-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.2608127748973353,-0.19375985736614154,0,45,130,153,10,0,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000022,0,0,0,2025,7,31,3,2025.0,2.0,8.0,5.0,1970,1,1,3,1970,1,1,3
MEDCHAL,DUNDIGAL GANDIMAISAMMA,DUNDIGAL,NR ENTERPRISES,SAW MILLS,WOOD AND LEATHER,0.05,12,2025-07-28,2025-02-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.2764492796853962,-0.15049567003644143,3,6,6,154,9,8,1970-01-01 00:00:00.000000044,1970-01-01 00:00:00.000000022,0,0,0,2025,7,28,0,2025.0,2.0,8.0,5.0,1970,1,1,3,1970,1,1,3
MEDCHAL,UPPAL,NACHARAM,CHEMTATVA CHIRAL SOLUTIONS PRIVATE LIMITED UNIT - 2,PHARMACEUTICAL FORMULATION AND FOR R & D PURPOSE (FOR SUSTAINED RELEASE/EXTENDED RELEASE OF DRUGS ONLY AND NOT FOR COMMERCIAL PURPOSE),R&D,0.35,10,2025-07-08,2025-02-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.2529945225033048,-0.19375985736614154,3,3,3,155,3,3,1970-01-01 00:00:00.000000070,1970-01-01 00:00:00.000000022,0,0,0,2025,7,8,1,2025.0,2.0,8.0,5.0,1970,1,1,3,1970,1,1,3
MANCHERIAL,CHENNUR,KATHERSALA,M/S.ASMA BRICKS INDUSTRY,FLY ASH BRICKS/ BLOCK MANUFACTURING,"CEMENT, CEMENT & CONCRETE PRODUCTS, FLY ASH BRICKS",0.11,5,2025-07-22,2025-02-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.2717583282489779,-0.3019203256903918,29,103,131,156,12,4,1970-01-01 00:00:00.000000025,1970-01-01 00:00:00.000000022,0,0,0,2025,7,22,1,2025.0,2.0,8.0,5.0,1970,1,1,3,1970,1,1,3
MAHABUBABAD,NARSIMHULAPET,PEDDAMUPPARAM,BENITH WOOD WORKS,"CARPENTRY & WOODEN FURNITURE MANUFACTURING (EXCLUDING SAW MILL) WITH THE HELP OF ELECTRICAL (MOTORIZED) MACHINES SUCH AS ELECTRICAL WOOD PLANNER, STEEL SAW CUTTING CIRCULAR BLADE, ETC",WOOD AND LEATHER,0.07,3,2025-07-23,2025-02-08,YET TO START CONSTRUCTION,YES,OBC,-0.2748856292065901,-0.34518451302009184,6,104,132,157,55,8,1970-01-01 00:00:00.000000043,1970-01-01 00:00:00.000000022,0,0,1,2025,7,23,2,2025.0,2.0,8.0,5.0,1970,1,1,3,1970,1,1,3
